"word";"freq"
"hs_archivagelogetape";5
"gmp_courriels";2
"gmp_systeme";2
"gmp_usagers";2
"gmp_systeme.arch_*";1
"hs_archschedule";1
"﻿hs_proprietaireadhere";1
