filestream_tombstone_2073058421,IT,INTERNAL_TABLE,1,FSTSClusIdx,2073058421,CLUSTERED,NA,72057594042318848
filestream_tombstone_2073058421,IT,INTERNAL_TABLE,2,FSTSNCIdx,2073058421,NONCLUSTERED,NA,72057594042384384
filetable_updates_2105058535,IT,INTERNAL_TABLE,1,FFtUpdateIdx,2105058535,CLUSTERED,NA,72057594043301888
plan_persist_context_settings,IT,INTERNAL_TABLE,1,plan_persist_context_settings_cidx,245575913,CLUSTERED,NA,72057594046840832
plan_persist_plan,IT,INTERNAL_TABLE,1,plan_persist_plan_cidx,197575742,CLUSTERED,NA,72057594046251008
plan_persist_plan,IT,INTERNAL_TABLE,1,plan_persist_plan_cidx,197575742,CLUSTERED,NA,72057594046382080
plan_persist_plan,IT,INTERNAL_TABLE,1,plan_persist_plan_cidx,197575742,CLUSTERED,NA,72057594046316544
plan_persist_plan,IT,INTERNAL_TABLE,2,plan_persist_plan_idx1,197575742,NONCLUSTERED,NA,72057594046447616
plan_persist_query,IT,INTERNAL_TABLE,1,plan_persist_query_cidx,181575685,CLUSTERED,NA,72057594046119936
plan_persist_query,IT,INTERNAL_TABLE,2,plan_persist_query_idx1,181575685,NONCLUSTERED,NA,72057594046185472
plan_persist_query_text,IT,INTERNAL_TABLE,1,plan_persist_query_text_cidx,165575628,CLUSTERED,NA,72057594045857792
plan_persist_query_text,IT,INTERNAL_TABLE,1,plan_persist_query_text_cidx,165575628,CLUSTERED,NA,72057594045988864
plan_persist_query_text,IT,INTERNAL_TABLE,1,plan_persist_query_text_cidx,165575628,CLUSTERED,NA,72057594045923328
plan_persist_query_text,IT,INTERNAL_TABLE,2,plan_persist_query_text_idx1,165575628,NONCLUSTERED,NA,72057594046054400
plan_persist_runtime_stats,IT,INTERNAL_TABLE,1,plan_persist_runtime_stats_cidx,213575799,CLUSTERED,NA,72057594046513152
plan_persist_runtime_stats,IT,INTERNAL_TABLE,2,plan_persist_runtime_stats_idx1,213575799,NONCLUSTERED,NA,72057594046578688
plan_persist_runtime_stats_interval,IT,INTERNAL_TABLE,1,plan_persist_runtime_stats_interval_cidx,229575856,CLUSTERED,NA,72057594046644224
plan_persist_runtime_stats_interval,IT,INTERNAL_TABLE,1,plan_persist_runtime_stats_interval_cidx,229575856,CLUSTERED,NA,72057594046709760
plan_persist_runtime_stats_interval,IT,INTERNAL_TABLE,2,plan_persist_runtime_stats_interval_idx1,229575856,NONCLUSTERED,NA,72057594046775296
queue_messages_1977058079,IT,INTERNAL_TABLE,1,queue_clustered_index,1993058136,CLUSTERED,NA,72057594042646528
queue_messages_1977058079,IT,INTERNAL_TABLE,1,queue_clustered_index,1993058136,CLUSTERED,NA,72057594041663488
queue_messages_1977058079,IT,INTERNAL_TABLE,1,queue_clustered_index,1993058136,CLUSTERED,NA,72057594042712064
queue_messages_1977058079,IT,INTERNAL_TABLE,2,queue_secondary_index,1993058136,NONCLUSTERED,NA,72057594042777600
queue_messages_2009058193,IT,INTERNAL_TABLE,1,queue_clustered_index,2025058250,CLUSTERED,NA,72057594042843136
queue_messages_2009058193,IT,INTERNAL_TABLE,1,queue_clustered_index,2025058250,CLUSTERED,NA,72057594041925632
queue_messages_2009058193,IT,INTERNAL_TABLE,1,queue_clustered_index,2025058250,CLUSTERED,NA,72057594042908672
queue_messages_2009058193,IT,INTERNAL_TABLE,2,queue_secondary_index,2025058250,NONCLUSTERED,NA,72057594042974208
queue_messages_2041058307,IT,INTERNAL_TABLE,1,queue_clustered_index,2057058364,CLUSTERED,NA,72057594043039744
queue_messages_2041058307,IT,INTERNAL_TABLE,1,queue_clustered_index,2057058364,CLUSTERED,NA,72057594042187776
queue_messages_2041058307,IT,INTERNAL_TABLE,1,queue_clustered_index,2057058364,CLUSTERED,NA,72057594043105280
queue_messages_2041058307,IT,INTERNAL_TABLE,2,queue_secondary_index,2057058364,NONCLUSTERED,NA,72057594043170816
sqlagent_job_history,IT,INTERNAL_TABLE,1,sqlagent_job_history_clust,133575514,CLUSTERED,NA,72057594045399040
