FieldType,1461580245,"U ",USER_TABLE,2015-05-10 09:40:43.000,2017-05-15 11:02:01.067,2,1,0
FOD_FormDefinitions,293576084,"U ",USER_TABLE,2015-05-10 09:40:40.893,2016-08-21 02:00:02.290,10,1,0
GRO_Groups,2137058649,"U ",USER_TABLE,2015-05-10 09:40:40.330,2016-08-21 02:00:02.410,5,1,0
HFD_HistoryFormDefinitionVersions,1819153526,"U ",USER_TABLE,2015-05-10 09:41:04.613,2016-08-21 02:00:02.427,4,1,1
HME_HistoryMeasures,1086626914,"U ",USER_TABLE,2015-05-10 09:40:53.893,2017-02-24 11:15:41.727,15,1,0
HNO_HistoryNotifications,1390627997,"U ",USER_TABLE,2015-05-10 09:40:55.207,2016-08-21 02:00:02.847,9,1,0
HPR_HistoryProducts,2066106401,"U ",USER_TABLE,2015-05-10 09:40:50.103,2016-08-21 02:00:02.857,4,1,1
JAL_JobAgentLogs,395148453,"U ",USER_TABLE,2015-05-10 09:40:58.837,2016-08-21 02:00:02.860,6,1,1
JAT_JobAgentTasks,347148282,"U ",USER_TABLE,2015-05-10 09:40:58.700,2016-08-21 02:00:02.870,18,1,0
JobOrder,2073774445,"U ",USER_TABLE,2015-06-25 09:40:25.943,2015-06-25 09:40:25.943,15,1,0
JobOrderHour,2089774502,"U ",USER_TABLE,2015-06-25 09:40:26.000,2015-06-25 09:40:26.000,14,1,1
JobPhoto,2105774559,"U ",USER_TABLE,2015-06-25 09:40:26.067,2015-06-25 09:40:26.067,4,1,1
JobRefection,2121774616,"U ",USER_TABLE,2015-06-25 09:40:37.070,2015-06-25 09:40:37.070,10,1,0
JobWork,2137774673,"U ",USER_TABLE,2015-06-25 09:40:37.147,2015-06-25 09:40:37.147,4,1,0
JobWorkType,6291082,"U ",USER_TABLE,2015-06-25 09:40:37.213,2015-06-25 09:40:37.213,5,1,0
JTT_JobAgentTypes,1291151645,"U ",USER_TABLE,2015-05-10 09:41:02.643,2016-08-21 02:00:02.873,3,1,0
Kit,357576312,"U ",USER_TABLE,2015-05-10 09:40:40.957,2016-08-21 02:00:02.883,3,1,0
KitAttributeValue,1749581271,"U ",USER_TABLE,2015-05-10 09:40:43.420,2016-08-21 02:00:02.907,4,1,1
KitTemplate,325576198,"U ",USER_TABLE,2015-05-10 09:40:40.927,2016-08-21 02:00:02.910,3,1,0
KitTemplateAttribute,1605580758,"U ",USER_TABLE,2015-05-10 09:40:43.187,2016-08-21 02:00:02.927,4,1,0
LNE_LogNotificationEvent,1675153013,"U ",USER_TABLE,2015-05-10 09:41:04.127,2015-05-10 09:41:04.127,14,1,0
Logg,894626230,"U ",USER_TABLE,2015-05-10 09:40:53.343,2016-08-21 02:00:03.053,3,1,1
ManagementParameter,669245439,"U ",USER_TABLE,2015-05-10 12:15:16.913,2016-08-21 02:00:03.053,8,1,0
ManagementParameterValue,813245952,"U ",USER_TABLE,2015-05-10 12:15:52.323,2016-08-21 02:00:03.070,6,1,0
Material,22291139,"U ",USER_TABLE,2015-06-25 09:40:37.277,2015-06-25 09:40:37.277,5,1,0
MaterialCost,38291196,"U ",USER_TABLE,2015-06-25 09:40:37.330,2015-06-25 09:40:37.330,4,1,0
MaterialQuantity,54291253,"U ",USER_TABLE,2015-06-25 09:40:40.017,2015-06-25 09:40:40.017,4,1,0
MDE_MeasureDefinitions,517576882,"U ",USER_TABLE,2015-05-10 09:40:41.253,2017-02-16 15:09:51.650,42,1,1
MEA_Measures,927342368,"U ",USER_TABLE,2016-01-17 19:56:07.037,2017-01-25 13:15:43.907,18,1,1
MET_MeasureTemplates,133575514,"U ",USER_TABLE,2015-05-10 09:40:40.620,2016-08-21 02:01:55.207,9,1,1
NCH_NewsChannel,1822629536,"U ",USER_TABLE,2015-05-10 09:40:56.810,2016-08-21 02:01:55.217,4,1,0
NCL_NewsChannelLanguage,2030630277,"U ",USER_TABLE,2015-05-10 09:40:57.247,2016-08-21 02:01:55.227,6,1,1
NEM_NotificationEventMinMax,990626572,"U ",USER_TABLE,2015-05-10 09:40:53.533,2016-08-21 02:01:55.910,18,1,0
NEV_NotificationEvents,1918629878,"U ",USER_TABLE,2015-05-10 09:40:56.940,2016-08-21 02:01:55.913,10,1,0
NFE_NewsFeed,1854629650,"U ",USER_TABLE,2015-05-10 09:40:56.843,2016-08-21 02:01:55.913,6,1,0
NFL_NewsFeedLangage,1886629764,"U ",USER_TABLE,2015-05-10 09:40:56.883,2016-08-21 02:01:55.927,6,1,1
NOT_Notifications,958626458,"U ",USER_TABLE,2015-05-10 09:40:53.470,2016-08-21 02:01:56.007,14,1,0
Occupation,70291310,"U ",USER_TABLE,2015-06-25 09:40:40.077,2015-06-25 09:40:40.077,3,1,0
OccupationCost,86291367,"U ",USER_TABLE,2015-06-25 09:40:40.137,2015-06-25 09:40:40.137,4,1,0
OPE_Operations,418100530,"U ",USER_TABLE,2015-05-10 09:40:45.250,2016-08-21 02:01:56.067,9,1,0
PLB_ProductionLineBatches,789577851,"U ",USER_TABLE,2015-05-10 09:40:41.817,2017-01-27 11:38:39.610,11,1,0
PLI_ProductionLines,261575970,"U ",USER_TABLE,2015-05-10 09:40:40.850,2017-01-27 11:38:50.410,13,1,0
PRD_Products,389576426,"U ",USER_TABLE,2015-05-10 09:40:41.000,2016-08-21 02:01:56.273,18,1,1
PRE_Preferences,725577623,"U ",USER_TABLE,2015-05-10 09:40:41.633,2016-08-21 02:01:56.293,9,1,1
ProductionGroupProductionLines,683865503,"U ",USER_TABLE,2017-01-27 11:38:39.440,2017-02-16 15:09:51.620,6,1,0
ProductionGroups,1003866643,"U ",USER_TABLE,2017-02-16 15:09:45.333,2017-05-15 11:04:15.800,7,1,0
ProductionGroupStandardDefinition,1275867612,"U ",USER_TABLE,2017-05-15 11:02:00.687,2017-05-15 11:56:26.730,11,1,0
ProductionGroupStandardValue,1339867840,"U ",USER_TABLE,2017-05-15 11:04:15.750,2017-05-15 11:04:15.803,9,1,0
ProductProperty,1669580986,"U ",USER_TABLE,2015-05-10 09:40:43.307,2016-08-21 02:01:56.300,6,1,0
ProductPropertyValue,1701581100,"U ",USER_TABLE,2015-05-10 09:40:43.340,2016-08-21 02:01:56.317,7,1,0
RAW_RawData,661577395,"U ",USER_TABLE,2015-05-10 09:40:41.510,2016-08-21 02:01:56.330,5,1,0
RawMeasure,822293989,"U ",USER_TABLE,2015-10-21 18:45:22.127,2017-02-27 15:28:49.113,23,1,0
RefectionType,102291424,"U ",USER_TABLE,2015-06-25 09:40:40.230,2015-06-25 09:40:40.230,4,1,0
REG_Regions,197575742,"U ",USER_TABLE,2015-05-10 09:40:40.730,2016-08-21 02:01:56.403,3,1,0
RevenuType,118291481,"U ",USER_TABLE,2015-06-25 09:40:40.290,2015-06-25 09:40:40.290,8,1,0
RevenuValue,134291538,"U ",USER_TABLE,2015-06-25 09:40:43.510,2015-06-25 09:40:43.510,4,1,0
SAN_Sanitations,613577224,"U ",USER_TABLE,2015-05-10 09:40:41.443,2016-08-21 02:01:56.410,8,1,0
SCT_SchedulerTasks,1061578820,"U ",USER_TABLE,2015-05-10 09:40:42.420,2016-08-21 02:01:56.407,7,1,0
SDE_StandardDefinitions,101575400,"U ",USER_TABLE,2015-05-10 09:40:40.563,2016-08-21 02:01:56.410,9,1,0
SDT_StandardDefTemplates,69575286,"U ",USER_TABLE,2015-05-10 09:40:40.507,2016-08-21 02:01:56.410,7,1,0
Sector,150291595,"U ",USER_TABLE,2015-06-25 09:40:43.573,2015-06-25 09:40:43.573,3,1,0
SecurityEvent,166291652,"U ",USER_TABLE,2015-06-25 09:40:43.633,2015-06-25 09:40:43.633,3,1,0
SecurityGroupType,182291709,"U ",USER_TABLE,2015-06-25 09:40:43.693,2015-06-25 09:40:43.693,3,1,0
SecurityType,198291766,"U ",USER_TABLE,2015-06-25 09:40:43.760,2015-06-25 09:40:43.760,4,1,0
StandardDefinition,941246408,"U ",USER_TABLE,2015-05-10 12:24:16.867,2016-08-21 02:01:56.413,13,1,0
StandardValue,1101246978,"U ",USER_TABLE,2015-05-10 12:24:53.660,2016-08-21 02:01:56.423,9,1,0
STD_Standards,71671303,"U ",USER_TABLE,2015-05-10 09:41:05.600,2016-08-21 02:01:56.420,7,1,0
STR_StringResources,382624406,"U ",USER_TABLE,2015-05-10 09:40:51.120,2016-08-21 02:01:56.443,4,1,0
Subscription,1865773704,"U ",USER_TABLE,2015-06-25 09:38:50.150,2016-08-21 02:00:01.230,11,1,1
Supplier,214291823,"U ",USER_TABLE,2015-06-25 09:40:46.500,2015-06-25 09:40:46.500,3,1,0
SupplierEquipmentType,230291880,"U ",USER_TABLE,2015-06-25 09:40:46.563,2015-06-25 09:40:46.563,3,1,0
sysdiagrams,319340202,"U ",USER_TABLE,2015-11-06 12:41:24.483,2015-11-06 12:41:24.543,5,1,1
Timesheet,246291937,"U ",USER_TABLE,2015-06-25 09:40:46.627,2015-06-25 09:40:46.627,4,1,0
Tourney,2069582411,"U ",USER_TABLE,2015-05-10 09:40:43.843,2017-01-27 11:38:39.750,9,1,0
TourneyProduct,2101582525,"U ",USER_TABLE,2015-05-10 09:40:43.880,2017-01-27 11:38:50.420,8,1,1
TourneyTemplate,1973582069,"U ",USER_TABLE,2015-05-10 09:40:43.747,2016-08-21 02:01:56.477,4,1,0
TourneyValue,2133582639,"U ",USER_TABLE,2015-05-10 09:40:43.910,2016-08-21 02:01:56.513,6,1,0
TourneyValueType,1229247434,"U ",USER_TABLE,2015-05-10 12:25:55.600,2016-08-21 02:01:56.513,4,1,0
TourneyVariance,2005582183,"U ",USER_TABLE,2015-05-10 09:40:43.780,2016-08-21 02:01:56.517,12,1,1
TourneyVarianceInstance,2037582297,"U ",USER_TABLE,2015-05-10 09:40:43.810,2016-08-21 02:01:56.530,6,1,1
TourneyVarianceResponsible,1941581955,"U ",USER_TABLE,2015-05-10 09:40:43.717,2017-01-27 11:38:50.390,3,1,0
TourneyWorkDay,158623608,"U ",USER_TABLE,2015-05-10 09:40:50.663,2016-08-21 02:01:56.543,7,1,0
TourneyWorkDayPause,190623722,"U ",USER_TABLE,2015-05-10 09:40:50.697,2016-08-21 02:01:56.543,4,1,0
Transport,262291994,"U ",USER_TABLE,2015-06-25 09:40:46.690,2015-06-25 09:40:46.690,2,1,0
TSI_TimeShifts,1093578934,"U ",USER_TABLE,2015-05-10 09:40:42.467,2016-09-22 07:45:14.087,12,1,0
TSK_Task,1029578706,"U ",USER_TABLE,2015-05-10 09:40:42.377,2016-08-21 02:01:56.550,6,1,1
UFR_UserFormRequests,763149764,"U ",USER_TABLE,2015-05-10 09:41:00.300,2016-08-21 02:01:56.550,4,1,1
ULI_UserLoginInfos,1325247776,"U ",USER_TABLE,2015-05-10 12:28:43.577,2016-08-21 02:01:56.620,8,1,0
ULM_UserLineMeasures,981578535,"U ",USER_TABLE,2015-05-10 09:40:42.240,2016-08-21 02:01:56.707,14,1,0
URI_UserRights,1193771310,"U ",USER_TABLE,2015-05-21 20:06:23.530,2016-08-21 02:01:56.723,11,1,0
USE_Users,37575172,"U ",USER_TABLE,2015-05-10 09:40:40.460,2016-10-03 16:32:38.673,20,1,0
USP_UserPrefs,667149422,"U ",USER_TABLE,2015-05-10 09:41:00.130,2016-08-21 02:01:56.927,7,1,0
WorkDay,278292051,"U ",USER_TABLE,2015-06-25 09:40:46.747,2015-06-25 09:40:46.747,11,1,1
