JTT_JobAgentTypes,JTT_cID,PK_JTT_JobAgentTypes,1307151702,2015-05-10 09:41:02.643,2015-05-10 09:41:02.643,1
Kit,KitId,PK_Kit,373576369,2015-05-10 09:40:40.957,2015-05-10 09:40:40.957,1
KitAttributeValue,KitAttributeValueId,PK_KitAttributeValue,1765581328,2015-05-10 09:40:43.420,2015-05-10 09:40:43.420,1
KitTemplate,KitTemplateId,PK_KitTemplate,341576255,2015-05-10 09:40:40.927,2015-05-10 09:40:40.927,1
KitTemplateAttribute,KitTemplateAttributeId,PK_KitTemplateAttribute,1621580815,2015-05-10 09:40:43.187,2015-05-10 09:40:43.187,1
Logg,LogId,PK_Log,910626287,2015-05-10 09:40:53.343,2015-05-10 09:40:53.343,1
ManagementParameter,ManagementParameterId,PK_ManagementParameter,701245553,2015-05-10 12:15:17.057,2015-05-10 12:15:17.057,1
ManagementParameterValue,ManagementParameterValueId,PK_ManagementParameterValue,829246009,2015-05-10 12:15:52.400,2015-05-10 12:15:52.400,1
MDE_MeasureDefinitions,MDE_cID,PK_MDE_MeasureDefinitions,533576939,2015-05-10 09:40:41.253,2015-05-10 09:40:41.253,1
MEA_Measures,MEA_cID,PK_MEA_Measures,943342425,2016-01-17 19:56:07.063,2016-01-17 20:03:08.663,1
MET_MeasureTemplates,MET_cID,PK_MET_MeasureTemplates,149575571,2015-05-10 09:40:40.620,2015-05-10 09:40:40.620,1
NCH_NewsChannel,NCH_cID,PK_NCH,1838629593,2015-05-10 09:40:56.810,2015-05-10 09:40:56.810,1
NCL_NewsChannelLanguage,NCL_cID,PK_NCL,2046630334,2015-05-10 09:40:57.247,2015-05-10 09:40:57.247,1
NEM_NotificationEventMinMax,NEM_cID,PK_NEM_NotificationEventMinMax,1006626629,2015-05-10 09:40:53.537,2015-05-10 09:40:53.537,1
NEV_NotificationEvents,NEV_cID,PK_NEV_NotificationEvents,1934629935,2015-05-10 09:40:56.940,2015-05-10 09:40:56.940,1
NFE_NewsFeed,NFE_cID,PK_NFE,1870629707,2015-05-10 09:40:56.843,2015-05-10 09:40:56.843,1
NFL_NewsFeedLangage,NFL_cID,PK_NFL,1902629821,2015-05-10 09:40:56.887,2015-05-10 09:40:56.887,1
NOT_Notifications,NOT_cId,PK_NOT_Notifications,974626515,2015-05-10 09:40:53.470,2015-05-10 09:40:53.470,1
OPE_Operations,OPE_cID,PK_OPE_Operations,434100587,2015-05-10 09:40:45.250,2015-05-10 09:40:45.250,1
PLB_ProductionLineBatches,PLB_cID,PK_PLB_ProductionLineBatches,805577908,2015-05-10 09:40:41.817,2015-05-10 09:40:41.817,1
PLI_ProductionLines,PLI_cID,PK_PLI_ProductionLines,277576027,2015-05-10 09:40:40.850,2015-05-10 09:40:40.850,1
PRD_Products,PRD_cID,PK_PRD_Products,405576483,2015-05-10 09:40:41.003,2015-05-10 09:40:41.003,1
PRE_Preferences,PRE_cId,PK_PRE_Preferences,741577680,2015-05-10 09:40:41.633,2015-05-10 09:40:41.633,1
ProductionGroupProductionLines,ProductionGroupProductionLineId,PK_ProductionGroupProductionLines,699865560,2017-01-27 11:38:39.483,2017-01-27 11:38:39.483,1
ProductionGroups,ProductionGroupId,PK_ProductionGroup,1019866700,2017-02-16 15:09:45.360,2017-02-16 15:09:45.497,1
ProductionGroupStandardDefinition,ProductionGroupStandardDefinitionId,PK_ProductionGroupStandardDefinition,1291867669,2017-05-15 11:02:00.913,2017-05-15 11:02:00.913,1
ProductionGroupStandardValue,ProductionGroupStandardValueId,PK_ProductionGroupStandardValue,1355867897,2017-05-15 11:04:15.760,2017-05-15 11:04:15.760,1
ProductProperty,ProductPropertyId,PK_ProductProperty,1685581043,2015-05-10 09:40:43.307,2015-05-10 09:40:43.307,1
ProductPropertyValue,ProductPropertyValueId,PK_ProductPropertyValue,1717581157,2015-05-10 09:40:43.340,2015-05-10 09:40:43.340,1
RAW_RawData,RAW_cId,PK_RAW_RawData,677577452,2015-05-10 09:40:41.510,2015-05-10 09:40:41.510,1
RawMeasure,RawMeasureId,PK_RawMeasure,838294046,2015-10-21 18:45:22.173,2015-10-21 18:45:22.173,1
REG_Regions,REG_cCode,PK_REG_Regions,213575799,2015-05-10 09:40:40.733,2015-05-10 09:40:40.733,1
SAN_Sanitations,SAN_cID,PK_SAN_Sanitations,629577281,2015-05-10 09:40:41.443,2015-05-10 09:40:41.443,1
SCT_SchedulerTasks,SCT_cID,PK_SCT_SchedulerTasks,1077578877,2015-05-10 09:40:42.420,2015-05-10 09:40:42.420,1
SDE_StandardDefinitions,SDE_cID,PK_SDE_StandardDefinitions,117575457,2015-05-10 09:40:40.563,2015-05-10 09:40:40.563,1
SDT_StandardDefTemplates,SDT_cID,PK_SDT_StandardDefTemplates,85575343,2015-05-10 09:40:40.507,2015-05-10 09:40:40.507,1
StandardDefinition,StandardDefinitionId,PK_StandardDefinition_1,957246465,2015-05-10 12:24:16.963,2015-05-10 12:24:16.963,1
StandardValue,StandardValueId,PK_StandardValue_1,1133247092,2015-05-10 12:24:53.743,2015-05-10 12:24:53.743,1
STD_Standards,STD_cID,PK_STD_Standards,87671360,2015-05-10 09:41:05.603,2015-05-10 09:41:05.603,1
STR_StringResources,STR_cID,PK_STR_StringResources,398624463,2015-05-10 09:40:51.120,2015-05-10 09:40:51.120,1
Subscription,SubscriptionId,PK_Subscription,390292450,2015-06-30 16:34:57.540,2015-06-30 16:34:57.540,1
sysdiagrams,diagram_id,PK__sysdiagr__C2B05B6114F1071C,367340373,2015-11-06 12:41:24.530,2015-11-06 12:41:24.530,1
Tourney,TourneyId,PK_Tourney_2,2085582468,2015-05-10 09:40:43.843,2015-05-10 09:40:43.843,1
TourneyProduct,TourneyProductId,PK_TourneyProduct_1,2117582582,2015-05-10 09:40:43.880,2015-05-10 09:40:43.880,1
TourneyTemplate,TourneyTemplateId,PK_TourneyTemplate_2,1989582126,2015-05-10 09:40:43.747,2015-05-10 09:40:43.747,1
TourneyValue,TourneyValueId,PK_TourneyValue_2,2099048,2015-05-10 09:40:43.913,2015-05-10 09:40:43.913,1
TourneyValueType,TourneyValueTypeId,PK_TourneyValueType,1245247491,2015-05-10 12:25:55.697,2015-05-10 12:25:55.697,1
TourneyVariance,TourneyVarianceId,PK_TourneyVariance_1,2021582240,2015-05-10 09:40:43.780,2015-05-10 09:40:43.780,1
TourneyVarianceInstance,TourneyVarianceInstanceId,PK_TourneyVarianceInstance,2053582354,2015-05-10 09:40:43.810,2015-05-10 09:40:43.810,1
TourneyVarianceResponsible,TourneyVarianceResponsibleId,PK_TourneyVarianceResponsible,1957582012,2015-05-10 09:40:43.717,2015-05-10 09:40:43.717,1
TourneyWorkDay,TourneyWorkDayId,PK_TourneyWorkDay_1,174623665,2015-05-10 09:40:50.667,2015-05-10 09:40:50.667,1
TourneyWorkDayPause,TourneyWorkDayPauseId,PK_TourneyWorkDayPause_1,206623779,2015-05-10 09:40:50.700,2015-05-10 09:40:50.700,1
TSI_TimeShifts,TSI_cID,PK_TSI_TimeShift,1109578991,2015-05-10 09:40:42.467,2015-05-10 09:40:42.467,1
TSK_Task,TSK_cID,PK_TSK_Task,1045578763,2015-05-10 09:40:42.377,2015-05-10 09:40:42.377,1
UFR_UserFormRequests,UFR_cID,PK_UFR_UserFormRequest,779149821,2015-05-10 09:41:00.300,2015-05-10 09:41:00.300,1
ULI_UserLoginInfos,ULI_iNoSeq,PK_ULI_UserLoginInfos,1341247833,2015-05-10 12:28:43.657,2015-05-10 12:28:43.657,1
ULM_UserLineMeasures,ULM_cID,PK_ULM_UserLineMeasures,997578592,2015-05-10 09:40:42.240,2015-05-10 09:40:42.240,1
URI_UserRights,URI_cID,PK_URI_UserRights,1209771367,2015-05-21 20:06:23.573,2015-05-21 20:06:23.680,1
USE_Users,USE_cID,PK_USE_Users,53575229,2015-05-10 09:40:40.460,2015-05-10 09:40:40.460,1
USP_UserPrefs,USP_cID,PK_USE_UserPrefs,683149479,2015-05-10 09:41:00.130,2015-05-10 09:41:00.130,1
