TileboardDemo,URI_UserRights,0,NULL,CK_URI_UserRights,"C ",CHECK_CONSTRAINT,2015-05-21 20:06:23.820,([GRO_cID] IS NULL AND [USE_cID] IS NULL OR [GRO_cID] IS NULL AND [USE_cID] IS NOT NULL OR [GRO_cID] IS NOT NULL AND [USE_cID] IS NULL),CK_URI_UserRights,1337771823,NULL,1,1193771310,"C ",CHECK_CONSTRAINT,2015-05-21 20:06:23.820,2015-05-21 20:06:24.270,0,0,0,0,0,0,0,([GRO_cID] IS NULL AND [USE_cID] IS NULL OR [GRO_cID] IS NULL AND [USE_cID] IS NOT NULL OR [GRO_cID] IS NOT NULL AND [USE_cID] IS NULL),1,0
TileboardDemo,URI_UserRights,11,URI_iGranted,CK_URI_UserRightGranted,"C ",CHECK_CONSTRAINT,2015-05-21 20:06:23.837,([URI_iGranted]=(0) OR [URI_iGranted]=(1) OR [URI_iGranted]=(-1)),CK_URI_UserRightGranted,1353771880,NULL,1,1193771310,"C ",CHECK_CONSTRAINT,2015-05-21 20:06:23.837,2015-05-21 20:06:24.270,0,0,0,0,0,0,11,([URI_iGranted]=(0) OR [URI_iGranted]=(1) OR [URI_iGranted]=(-1)),1,0
